<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.16	16:09:00	130045	130060	130035	130055	1794	7615	5
2024.07.16	16:10:00	130055	130065	130045	130050	1819	5764	5
2024.07.16	16:11:00	130050	130055	130030	130050	2207	8098	5
2024.07.16	16:12:00	130045	130085	130030	130070	4273	18598	5
2024.07.16	16:13:00	130075	130095	130065	130085	3310	13170	5
2024.07.16	16:14:00	130085	130110	130075	130100	4808	18722	5
2024.07.16	16:15:00	130100	130110	130085	130090	3132	13241	5
2024.07.16	16:16:00	130095	130100	130065	130070	3051	11971	5
2024.07.16	16:17:00	130065	130090	130050	130055	3842	15415	5
2024.07.16	16:18:00	130055	130075	130050	130070	1862	7116	5
2024.07.16	16:19:00	130075	130125	130065	130120	6056	27875	5
2024.07.16	16:20:00	130125	130150	130100	130105	7789	33695	5
2024.07.16	16:21:00	130110	130115	130080	130090	3587	15681	5
2024.07.16	16:22:00	130090	130100	130085	130095	1317	4078	5
2024.07.16	16:23:00	130095	130105	130085	130100	1788	6890	5
2024.07.16	16:24:00	130100	130140	130100	130115	4449	20186	5
2024.07.16	16:25:00	130115	130125	130100	130105	2027	8877	5
2024.07.16	16:26:00	130105	130110	130080	130090	3466	12916	5
2024.07.16	16:27:00	130090	130150	130090	130145	4128	18962	5
2024.07.16	16:28:00	130145	130170	130130	130135	6879	30898	5
2024.07.16	16:29:00	130130	130150	130120	130140	2667	10183	5
2024.07.16	16:30:00	130135	130140	130095	130100	4153	16655	5
2024.07.16	16:31:00	130100	130135	130095	130120	2022	8028	5
2024.07.16	16:32:00	130120	130165	130120	130150	3398	14951	5
2024.07.16	16:33:00	130155	130170	130145	130150	2329	10330	5
2024.07.16	16:34:00	130145	130155	130110	130115	2689	11046	5
2024.07.16	16:35:00	130115	130130	130105	130120	2315	9788	5
2024.07.16	16:36:00	130120	130120	130065	130070	6483	26705	5
2024.07.16	16:37:00	130070	130080	130055	130055	3966	17072	5
2024.07.16	16:38:00	130055	130070	130035	130050	4841	21335	5
2024.07.16	16:39:00	130050	130060	130040	130060	2500	9602	5
2024.07.16	16:40:00	130060	130090	130055	130075	4001	16603	5
2024.07.16	16:41:00	130080	130085	130055	130075	2293	10246	5
2024.07.16	16:42:00	130075	130080	130045	130050	2517	10398	5
2024.07.16	16:43:00	130045	130080	130045	130080	2371	9859	5
2024.07.16	16:44:00	130075	130110	130065	130090	4121	18121	5
2024.07.16	16:45:00	130090	130090	130075	130075	1442	5310	5
2024.07.16	16:46:00	130080	130080	130060	130065	2009	8210	5
2024.07.16	16:47:00	130065	130075	130050	130065	2122	9058	5
2024.07.16	16:48:00	130070	130070	130050	130065	1242	5416	5
2024.07.16	16:49:00	130065	130065	130050	130050	1313	4462	5
2024.07.16	16:50:00	130055	130105	130050	130105	4453	17632	5
2024.07.16	16:51:00	130100	130115	130085	130095	3145	12934	5
2024.07.16	16:52:00	130090	130135	130085	130120	3519	15004	5
2024.07.16	16:53:00	130125	130135	130105	130115	2652	11168	5
2024.07.16	16:54:00	130115	130140	130100	130130	2749	9043	5
2024.07.16	16:55:00	130135	130195	130120	130145	10424	47106	5
2024.07.16	16:56:00	130150	130175	130145	130165	2427	10848	5
2024.07.16	16:57:00	130165	130175	130150	130165	2243	8421	5
2024.07.16	16:58:00	130170	130180	130160	130160	1910	6718	5
2024.07.16	16:59:00	130160	130165	130140	130150	4231	14320	5
2024.07.16	17:00:00	130150	130190	130145	130180	4845	24897	5
2024.07.16	17:01:00	130180	130190	130170	130175	1778	5865	5
2024.07.16	17:02:00	130175	130175	130145	130155	2525	9670	5
2024.07.16	17:03:00	130155	130165	130150	130165	1346	5435	5
2024.07.16	17:04:00	130160	130180	130160	130160	1551	6959	5
2024.07.16	17:05:00	130155	130170	130140	130165	2936	12683	5
2024.07.16	17:06:00	130160	130175	130145	130175	1965	9935	5
2024.07.16	17:07:00	130170	130175	130155	130170	1143	3875	5
2024.07.16	17:08:00	130170	130185	130165	130180	1821	7062	5
2024.07.16	17:09:00	130180	130190	130175	130175	1524	6195	5
2024.07.16	17:10:00	130180	130185	130160	130165	1699	8485	5
2024.07.16	17:11:00	130170	130190	130160	130190	1723	9161	5
2024.07.16	17:12:00	130190	130190	130175	130175	931	3036	5
2024.07.16	17:13:00	130175	130185	130170	130175	1060	3823	5
2024.07.16	17:14:00	130175	130180	130175	130175	656	2435	5
2024.07.16	17:15:00	130180	130210	130175	130205	3451	15304	5
2024.07.16	17:16:00	130205	130230	130200	130220	4262	16171	5
2024.07.16	17:17:00	130215	130240	130215	130230	2119	7894	5
2024.07.16	17:18:00	130230	130230	130215	130220	1561	6338	5
2024.07.16	17:19:00	130220	130235	130210	130210	1877	8386	5
2024.07.16	17:20:00	130215	130220	130195	130220	2968	11771	5
2024.07.16	17:21:00	130220	130235	130210	130225	1737	7922	5
2024.07.16	17:22:00	130225	130230	130210	130215	858	2814	5
2024.07.16	17:23:00	130220	130225	130210	130215	921	4094	5
2024.07.16	17:24:00	130215	130235	130215	130225	1322	7120	5
2024.07.16	17:25:00	130225	130250	130225	130235	2438	9365	5
2024.07.16	17:26:00	130240	130245	130230	130240	1028	5427	5
2024.07.16	17:27:00	130240	130250	130230	130240	1332	5859	5
2024.07.16	17:28:00	130240	130260	130235	130255	1966	10536	5
2024.07.16	17:29:00	130250	130280	130245	130250	3320	16945	5
2024.07.16	17:30:00	130250	130260	130245	130250	2173	9496	5
2024.07.16	17:31:00	130250	130255	130245	130250	631	2604	5
2024.07.16	17:32:00	130245	130255	130245	130245	824	3174	5
2024.07.16	17:33:00	130245	130255	130235	130240	1398	6613	5
2024.07.16	17:34:00	130245	130250	130240	130240	690	2657	5
2024.07.16	17:35:00	130245	130255	130240	130245	725	2569	5
2024.07.16	17:36:00	130240	130250	130240	130245	670	2774	5
2024.07.16	17:37:00	130245	130250	130240	130245	604	2150	5
2024.07.16	17:38:00	130240	130250	130230	130245	1085	4256	5
2024.07.16	17:39:00	130245	130275	130245	130245	2442	13100	5
2024.07.16	17:40:00	130245	130265	130245	130260	1163	4748	5
2024.07.16	17:41:00	130255	130260	130230	130230	1918	8848	5
2024.07.16	17:42:00	130230	130245	130220	130220	2260	9339	5
2024.07.16	17:43:00	130225	130235	130210	130215	2177	8926	5
2024.07.16	17:44:00	130210	130225	130205	130220	1350	4397	5
2024.07.16	17:45:00	130220	130245	130215	130235	1825	7094	5
2024.07.16	17:46:00	130240	130240	130220	130230	1017	3664	5
2024.07.16	17:47:00	130225	130240	130220	130235	538	1969	5
2024.07.16	17:48:00	130235	130240	130220	130230	636	1658	5
2024.07.16	17:49:00	130230	130235	130220	130230	655	1558	5
2024.07.16	17:50:00	130230	130240	130225	130235	779	2223	5
2024.07.16	17:51:00	130235	130260	130230	130255	1478	6028	5
2024.07.16	17:52:00	130255	130260	130235	130240	1309	5003	5
2024.07.16	17:53:00	130245	130255	130240	130250	467	1463	5
2024.07.16	17:54:00	130250	130260	130250	130255	726	2388	5
2024.07.16	17:55:00	130250	130275	130250	130255	2170	8829	5
2024.07.16	17:56:00	130250	130255	130240	130240	801	2230	5
2024.07.16	17:57:00	130240	130255	130240	130250	401	1444	5
2024.07.16	17:58:00	130250	130265	130245	130255	745	2723	5
2024.07.16	17:59:00	130255	130265	130245	130250	1293	4703	5
2024.07.16	18:00:00	130250	130260	130235	130245	1154	2665	5
2024.07.16	18:01:00	130250	130265	130240	130255	1638	4722	5
2024.07.16	18:02:00	130260	130260	130250	130255	539	1289	5
2024.07.16	18:03:00	130255	130260	130250	130255	403	1118	5
2024.07.16	18:04:00	130255	130265	130250	130255	1004	2878	5
2024.07.16	18:05:00	130250	130260	130250	130255	666	1377	5
2024.07.16	18:06:00	130255	130265	130255	130255	537	1478	5
2024.07.16	18:07:00	130260	130260	130255	130260	283	670	5
2024.07.16	18:08:00	130260	130260	130245	130255	748	1822	5
2024.07.16	18:09:00	130250	130255	130230	130240	2041	5660	5
2024.07.16	18:10:00	130235	130250	130235	130250	781	1579	5
2024.07.16	18:11:00	130250	130260	130240	130255	843	2632	5
2024.07.16	18:12:00	130255	130265	130255	130260	693	2252	5
2024.07.16	18:13:00	130255	130265	130250	130260	1258	2985	5
2024.07.16	18:14:00	130260	130265	130250	130265	1353	4443	5
2024.07.16	18:15:00	130255	130265	130250	130265	1984	7954	5
2024.07.16	18:16:00	130265	130265	130240	130250	3676	9519	5
2024.07.16	18:17:00	130255	130260	130240	130260	1630	3777	5
2024.07.16	18:18:00	130260	130265	130250	130255	1004	2533	5
2024.07.16	18:19:00	130260	130275	130250	130265	2243	5597	5
2024.07.16	18:20:00	130265	130285	130260	130275	1834	3751	5
2024.07.16	18:21:00	130275	130275	130260	130270	849	1383	5
2024.07.16	18:22:00	130270	130275	130255	130260	825	1590	5
2024.07.16	18:23:00	130260	130300	130260	130275	2430	5414	5
2024.07.16	18:24:00	130275	130345	130270	130335	1983	13588	5
2024.07.17	09:00:00	129980	130050	129880	129970	17423	55557	5
2024.07.17	09:01:00	129970	130015	129865	129900	29192	86237	5
2024.07.17	09:02:00	129905	130020	129900	129980	17380	54603	5
2024.07.17	09:03:00	129985	130000	129935	129965	8376	25882	5
2024.07.17	09:04:00	129965	130020	129950	129980	6541	19540	5
2024.07.17	09:05:00	129975	129995	129895	129950	12284	39583	5
2024.07.17	09:06:00	129950	129960	129915	129915	6463	24693	5
2024.07.17	09:07:00	129915	129970	129880	129890	8065	27008	5
2024.07.17	09:08:00	129895	129910	129835	129885	15241	55662	5
2024.07.17	09:09:00	129885	129910	129835	129890	9733	36112	5
2024.07.17	09:10:00	129885	129940	129880	129910	8959	30309	5
2024.07.17	09:11:00	129910	129985	129910	129985	8963	33656	5
2024.07.17	09:12:00	129980	130010	129935	129975	12120	47922	5
2024.07.17	09:13:00	129980	130000	129965	129995	3789	14312	5
2024.07.17	09:14:00	129995	130000	129920	129940	8439	37208	5
2024.07.17	09:15:00	129945	129960	129915	129955	6862	27372	5
2024.07.17	09:16:00	129950	129980	129920	129925	6707	29577	5
2024.07.17	09:17:00	129925	129970	129900	129905	6870	26544	5
2024.07.17	09:18:00	129910	129940	129880	129880	8208	31577	5
2024.07.17	09:19:00	129885	129900	129805	129835	17698	65391	5
2024.07.17	09:20:00	129830	129855	129800	129855	11605	44014	5
2024.07.17	09:21:00	129855	129885	129835	129850	10547	38398	5
2024.07.17	09:22:00	129845	129870	129840	129845	4908	17814	5
2024.07.17	09:23:00	129845	129850	129800	129810	7784	27340	5
2024.07.17	09:24:00	129815	129845	129790	129815	8652	28239	5
2024.07.17	09:25:00	129820	129870	129810	129850	9418	33731	5
2024.07.17	09:26:00	129855	129875	129830	129855	6629	24424	5
2024.07.17	09:27:00	129860	129895	129850	129890	6685	20599	5
2024.07.17	09:28:00	129885	129920	129880	129915	8800	28280	5
2024.07.17	09:29:00	129915	129925	129875	129890	6972	22150	5
2024.07.17	09:30:00	129890	129930	129855	129870	12089	42365	5
2024.07.17	09:31:00	129870	129905	129860	129895	3894	12864	5
2024.07.17	09:32:00	129895	129910	129880	129885	3296	10297	5
2024.07.17	09:33:00	129885	129930	129880	129900	5641	17128	5
2024.07.17	09:34:00	129905	129940	129880	129935	7804	24806	5
2024.07.17	09:35:00	129940	129940	129900	129925	5848	19042	5
2024.07.17	09:36:00	129925	129930	129870	129915	7483	25797	5
2024.07.17	09:37:00	129910	129940	129895	129930	5110	17009	5
2024.07.17	09:38:00	129930	129945	129890	129900	6401	21557	5
2024.07.17	09:39:00	129905	129905	129875	129880	4419	15760	5
2024.07.17	09:40:00	129875	129920	129875	129920	5022	16446	5
2024.07.17	09:41:00	129915	129940	129905	129930	4674	14815	5
2024.07.17	09:42:00	129925	129990	129925	129950	14932	51221	5
2024.07.17	09:43:00	129955	129970	129915	129925	8400	30592	5
2024.07.17	09:44:00	129930	129970	129915	129950	4595	14100	5
2024.07.17	09:45:00	129955	129955	129915	129935	5173	16126	5
2024.07.17	09:46:00	129935	129955	129925	129950	3214	9445	5
2024.07.17	09:47:00	129945	129950	129915	129935	3681	11425	5
2024.07.17	09:48:00	129930	129960	129910	129950	5610	18051	5
2024.07.17	09:49:00	129950	129970	129940	129965	4091	13732	5
2024.07.17	09:50:00	129960	129980	129940	129965	5089	17303	5
2024.07.17	09:51:00	129965	130010	129960	130005	8640	28492	5
2024.07.17	09:52:00	130000	130045	130000	130015	12963	44415	5
2024.07.17	09:53:00	130015	130075	130005	130070	14052	46944	5
2024.07.17	09:54:00	130075	130120	130070	130080	18013	64809	5
2024.07.17	09:55:00	130080	130100	130040	130100	15299	53158	5
2024.07.17	09:56:00	130100	130130	130060	130065	11198	39774	5
2024.07.17	09:57:00	130065	130090	129995	130005	17829	62123	5
2024.07.17	09:58:00	130000	130030	129985	129995	10626	38160	5
2024.07.17	09:59:00	129995	130050	129985	130045	9046	33907	5
2024.07.17	10:00:00	130045	130045	129985	129990	8737	28038	5
2024.07.17	10:01:00	129990	130055	129985	130040	9646	33697	5
2024.07.17	10:02:00	130035	130060	130020	130025	6348	21758	5
2024.07.17	10:03:00	130025	130050	130010	130020	4850	16260	5
2024.07.17	10:04:00	130020	130075	130005	130065	8331	28193	5
2024.07.17	10:05:00	130060	130065	130005	130045	8133	29378	5
2024.07.17	10:06:00	130045	130055	129955	129970	17512	62557	5
2024.07.17	10:07:00	129975	130100	129970	130060	19395	69523	5
2024.07.17	10:08:00	130060	130100	130035	130040	12656	43218	5
2024.07.17	10:09:00	130040	130070	130005	130020	9830	35135	5
2024.07.17	10:10:00	130020	130040	129985	130035	8930	31541	5
2024.07.17	10:11:00	130040	130075	130030	130030	9742	32784	5
2024.07.17	10:12:00	130030	130080	130015	130035	7237	23371	5
2024.07.17	10:13:00	130030	130065	130025	130045	4016	11643	5
2024.07.17	10:14:00	130045	130075	130025	130040	3955	14350	5
2024.07.17	10:15:00	130040	130120	130005	130065	17513	65497	5
2024.07.17	10:16:00	130070	130080	130050	130080	6552	22769	5
2024.07.17	10:17:00	130075	130090	130000	130020	11684	42681	5
2024.07.17	10:18:00	130025	130030	129980	130000	9261	30395	5
2024.07.17	10:19:00	130000	130000	129945	129970	15370	51421	5
2024.07.17	10:20:00	129975	129980	129845	129870	37766	132436	5
2024.07.17	10:21:00	129870	129880	129780	129825	26691	96416	5
2024.07.17	10:22:00	129825	129845	129780	129825	16031	55960	5
2024.07.17	10:23:00	129825	129835	129770	129790	13037	45891	5
2024.07.17	10:24:00	129790	129800	129680	129695	33147	122524	5
2024.07.17	10:25:00	129695	129755	129670	129720	26375	95478	5
2024.07.17	10:26:00	129725	129780	129705	129745	16510	55929	5
2024.07.17	10:27:00	129740	129770	129680	129700	14880	58558	5
2024.07.17	10:28:00	129700	129760	129675	129720	13382	56254	5
2024.07.17	10:29:00	129720	129740	129700	129725	6480	26300	5
2024.07.17	10:30:00	129725	129820	129715	129795	29194	96173	5
2024.07.17	10:31:00	129790	129845	129760	129845	18290	59241	5
2024.07.17	10:32:00	129845	129890	129805	129880	21545	81072	5
2024.07.17	10:33:00	129880	129935	129815	129850	29741	112510	5
2024.07.17	10:34:00	129845	129950	129800	129945	23236	76685	5
2024.07.17	10:35:00	129945	130075	129925	130000	39657	144055	5
2024.07.17	10:36:00	130005	130080	129990	130080	19677	74643	5
2024.07.17	10:37:00	130075	130150	130070	130115	27906	99668	5
2024.07.17	10:38:00	130115	130130	130080	130105	12682	48867	5
2024.07.17	10:39:00	130100	130120	130005	130050	22103	76308	5
2024.07.17	10:40:00	130050	130135	130030	130120	18467	68011	5
2024.07.17	10:41:00	130120	130140	130080	130085	9255	31243	5
2024.07.17	10:42:00	130085	130140	130065	130140	9024	30272	5
2024.07.17	10:43:00	130135	130170	130080	130165	14213	50890	5
2024.07.17	10:44:00	130170	130200	130125	130190	21393	79835	5
2024.07.17	10:45:00	130190	130225	130150	130200	19011	71874	5
2024.07.17	10:46:00	130205	130220	130140	130165	15914	60771	5
2024.07.17	10:47:00	130165	130185	130130	130135	9365	36402	5
2024.07.17	10:48:00	130140	130155	130005	130020	33145	116383	5
2024.07.17	10:49:00	130025	130045	129995	130010	13911	48666	5
2024.07.17	10:50:00	130010	130085	130010	130085	12828	47816	5
2024.07.17	10:51:00	130080	130210	130080	130195	27549	100626	5
2024.07.17	10:52:00	130190	130280	130160	130275	26680	94488	5
2024.07.17	10:53:00	130275	130360	130270	130320	31334	114902	5
2024.07.17	10:54:00	130320	130355	130300	130330	14493	51887	5
2024.07.17	10:55:00	130330	130340	130275	130290	14122	48107	5
2024.07.17	10:56:00	130295	130325	130275	130300	7596	25379	5
2024.07.17	10:57:00	130295	130340	130255	130315	14495	50404	5
2024.07.17	10:58:00	130315	130325	130240	130245	11867	38502	5
2024.07.17	10:59:00	130250	130280	130220	130235	11923	41953	5
2024.07.17	11:00:00	130235	130265	130185	130205	20820	77605	5
2024.07.17	11:01:00	130205	130215	130105	130145	26536	100268	5
2024.07.17	11:02:00	130145	130210	130130	130210	12426	44708	5
2024.07.17	11:03:00	130205	130275	130200	130265	17290	60524	5
2024.07.17	11:04:00	130260	130265	130175	130220	12488	43927	5
2024.07.17	11:05:00	130220	130230	130180	130200	6479	20791	5
2024.07.17	11:06:00	130195	130220	130095	130100	17025	62392	5
2024.07.17	11:07:00	130100	130110	130020	130040	21419	79192	5
2024.07.17	11:08:00	130040	130055	129980	129995	18573	69981	5
2024.07.17	11:09:00	130000	130010	129910	129940	23428	83801	5
2024.07.17	11:10:00	129945	130025	129925	129995	18738	68153	5
2024.07.17	11:11:00	129995	130005	129900	129925	15992	57258	5
2024.07.17	11:12:00	129920	130095	129915	130085	26564	99343	5
2024.07.17	11:13:00	130085	130140	130065	130125	15113	54109	5
2024.07.17	11:14:00	130130	130150	130095	130110	12303	48177	5
2024.07.17	11:15:00	130105	130195	130090	130190	14734	54707	5
2024.07.17	11:16:00	130185	130275	130165	130265	17610	65270	5
2024.07.17	11:17:00	130270	130320	130245	130255	20102	78330	5
2024.07.17	11:18:00	130250	130300	130250	130270	9004	30001	5
2024.07.17	11:19:00	130265	130310	130255	130300	6996	25436	5
2024.07.17	11:20:00	130295	130305	130245	130245	9814	38001	5
2024.07.17	11:21:00	130250	130315	130245	130300	8612	29544	5
2024.07.17	11:22:00	130295	130310	130235	130250	8819	29566	5
2024.07.17	11:23:00	130255	130260	130210	130235	10489	34041	5
2024.07.17	11:24:00	130240	130265	130220	130250	5083	16506	5
2024.07.17	11:25:00	130245	130280	130235	130240	6453	22483	5
2024.07.17	11:26:00	130240	130290	130235	130250	5436	19741	5
2024.07.17	11:27:00	130250	130285	130245	130260	3681	10626	5
2024.07.17	11:28:00	130255	130280	130240	130245	3394	11192	5
2024.07.17	11:29:00	130250	130305	130230	130305	7243	33849	5
2024.07.17	11:30:00	130305	130320	130245	130300	11218	45299	5
2024.07.17	11:31:00	130305	130425	130265	130420	26359	98821	5
2024.07.17	11:32:00	130415	130440	130380	130385	18062	67730	5
2024.07.17	11:33:00	130385	130435	130370	130415	10366	39148	5
2024.07.17	11:34:00	130410	130450	130385	130400	10687	42410	5
2024.07.17	11:35:00	130400	130425	130385	130390	6358	23941	5
2024.07.17	11:36:00	130395	130410	130375	130380	5892	21019	5
2024.07.17	11:37:00	130380	130380	130335	130380	12006	42471	5
2024.07.17	11:38:00	130380	130380	130320	130325	7728	27080	5
2024.07.17	11:39:00	130325	130375	130315	130350	6387	23522	5
2024.07.17	11:40:00	130350	130415	130335	130395	9851	36742	5
2024.07.17	11:41:00	130395	130445	130395	130410	9818	34164	5
2024.07.17	11:42:00	130405	130420	130370	130400	7135	23841	5
2024.07.17	11:43:00	130395	130480	130375	130480	13829	52262	5
2024.07.17	11:44:00	130475	130495	130455	130490	12697	47712	5
2024.07.17	11:45:00	130485	130515	130475	130485	10791	42964	5
2024.07.17	11:46:00	130485	130525	130475	130485	10978	44722	5
2024.07.17	11:47:00	130485	130490	130440	130445	10882	40045	5
2024.07.17	11:48:00	130445	130520	130440	130465	8966	33729	5
2024.07.17	11:49:00	130465	130470	130400	130425	14192	52183	5
2024.07.17	11:50:00	130420	130435	130395	130415	6278	23022	5
2024.07.17	11:51:00	130420	130445	130410	130440	5110	19372	5
2024.07.17	11:52:00	130440	130500	130435	130490	9622	37745	5
2024.07.17	11:53:00	130495	130500	130455	130460	4800	18107	5
2024.07.17	11:54:00	130460	130465	130385	130385	10279	38818	5
2024.07.17	11:55:00	130385	130450	130385	130445	6732	25654	5
2024.07.17	11:56:00	130445	130455	130415	130430	4006	15983	5
2024.07.17	11:57:00	130430	130455	130420	130430	2803	10139	5
